,id,creation_time,formatted_creation_time,airline_code,flight_number,flight_date,departure_airport,departure_city,departure_country,departure_lat,departure_lon,user_name,action_name,header_line,stepID,action_mode,entry_details
1120549,34377729,2024-05-06 05:32:20,06-05-2024 05:32:20,AB,2486,6,MAA,Chennai,IN,12.99001,80.1693,human,AcceptTransitDataAction,"2024-05-06 05:32:20,098 INFO  [d3f5e2e89e1147c7] [AB2486 /06 MAA | human      | AcceptTransitDataAction             |                                | default task-39]  Saved:",d3f5e2e89e1147c7,Saved,STATUS AIRCRAFT_CONFIG 1 EZFW 1 CARGO_TRANSFER 1 CABIN_CONFIG 1 TRANSIT_ACCEPTANCE 1 TRANSIT_PAX 1 CALC_HIST_DATA 1 AUTO_MODE_ACTIVE 1 AUTOMATION_STARTED 0 BAG_LOAD_ITEMS_GEN 1 EZFW_COUNTER 1 REGISTRATION 1 REGISTRATION_CHANGE 6
1120550,34272834,2024-05-05 05:42:07,05-05-2024 05:42:07,AB,2323,5,GAU,Guwahati,IN,26.1061,91.5859,human,AcceptTransitDataAction,"2024-05-05 05:42:07,159 INFO  [c8abffad283adcc6] [AB2323 /05 GAU | human      | AcceptTransitDataAction             |                                | default task-53]  Saved:",c8abffad283adcc6,Saved,STATUS AIRCRAFT_CONFIG 1 EZFW 2 CARGO_TRANSFER 1 CABIN_CONFIG 1 TRANSIT_ACCEPTANCE 1 TRANSIT_PAX 1 CALC_HIST_DATA 1 AUTO_MODE_ACTIVE 1 AUTOMATION_STARTED 0 BAG_LOAD_ITEMS_GEN 1 EZFW_COUNTER 2 REGISTRATION 1 REGISTRATION_CHANGE 1
1120551,34349105,2024-05-06 00:44:01,06-05-2024 00:44:01,AB,2524,6,BOM,Mumbai,IN,19.0887,72.8679,human,AcceptTransitDataAction,"2024-05-06 00:44:01,897 INFO  [854d5ab48b906831] [AB2524 /06 BOM | human       | AcceptTransitDataAction             |                                | default task-64]  Saved:",854d5ab48b906831,Saved,STATUS AIRCRAFT_CONFIG 1 EZFW 2 CARGO_TRANSFER 1 CABIN_CONFIG 1 TRANSIT_ACCEPTANCE 1 TRANSIT_PAX 1 CALC_HIST_DATA 1 AUTO_MODE_ACTIVE 1 AUTOMATION_STARTED 0 BAG_LOAD_ITEMS_GEN 1 EZFW_COUNTER 2 REGISTRATION 1 REGISTRATION_CHANGE 10
1120552,33978288,2024-05-02 05:32:48,02-05-2024 05:32:48,AB,2323,2,GAU,Guwahati,IN,26.1061,91.5859,human,AcceptTransitDataAction,"2024-05-02 05:32:48,524 INFO  [20f7456571bd8fe8] [AB2323 /02 GAU | human       | AcceptTransitDataAction             |                                | default task-51]  Saved:",20f7456571bd8fe8,Saved,STATUS AIRCRAFT_CONFIG 1 EZFW 2 CARGO_TRANSFER 1 CABIN_CONFIG 1 TRANSIT_ACCEPTANCE 1 TRANSIT_PAX 1 CALC_HIST_DATA 1 AUTO_MODE_ACTIVE 1 AUTOMATION_STARTED 0 BAG_LOAD_ITEMS_GEN 1 EZFW_COUNTER 2 REGISTRATION 1 REGISTRATION_CHANGE 2
1120553,34053927,2024-05-03 01:00:32,03-05-2024 01:00:32,AB,2524,3,BOM,Mumbai,IN,19.0887,72.8679,human,AcceptTransitDataAction,"2024-05-03 01:00:32,357 INFO  [45fd9ea0e2f2761d] [AB2524 /03 BOM | human      | AcceptTransitDataAction             |                                | default task-21]  Saved:",45fd9ea0e2f2761d,Saved,STATUS AIRCRAFT_CONFIG 1 EZFW 2 CARGO_TRANSFER 1 CABIN_CONFIG 1 TRANSIT_ACCEPTANCE 1 TRANSIT_PAX 1 CALC_HIST_DATA 1 AUTO_MODE_ACTIVE 1 AUTOMATION_STARTED 0 BAG_LOAD_ITEMS_GEN 1 EZFW_COUNTER 2 REGISTRATION 1 REGISTRATION_CHANGE 3
1120554,34365707,2024-05-06 03:16:25,06-05-2024 03:16:25,AB,2607,6,DEL,New Delhi,IN,28.5665,77.1031,human,AcceptTransitDataAction,"2024-05-06 03:16:25,865 INFO  [ff769b91d6460dbc] [AB2607 /06 DEL | human       | AcceptTransitDataAction             |                                | default task-6]  Saved:",ff769b91d6460dbc,Saved,STATUS AIRCRAFT_CONFIG 1 EZFW 2 CARGO_TRANSFER 1 CABIN_CONFIG 1 TRANSIT_ACCEPTANCE 1 TRANSIT_PAX 1 CALC_HIST_DATA 1 AUTO_MODE_ACTIVE 1 AUTOMATION_STARTED 0 BAG_LOAD_ITEMS_GEN 1 EZFW_COUNTER 2 REGISTRATION 1 REGISTRATION_CHANGE 3
1120555,33868159,2024-05-01 02:53:38,01-05-2024 02:53:38,AB,2607,1,DEL,New Delhi,IN,28.5665,77.1031,human,AcceptTransitDataAction,"2024-05-01 02:53:38,030 INFO  [23236d6935d7d371] [AB2607 /01 DEL | human      | AcceptTransitDataAction             |                                | default task-10]  Saved:",23236d6935d7d371,Saved,STATUS AIRCRAFT_CONFIG 1 EZFW 2 CARGO_TRANSFER 1 CABIN_CONFIG 1 TRANSIT_ACCEPTANCE 1 TRANSIT_PAX 1 CALC_HIST_DATA 1 AUTO_MODE_ACTIVE 1 AUTOMATION_STARTED 0 BAG_LOAD_ITEMS_GEN 1 EZFW_COUNTER 2 REGISTRATION 1 REGISTRATION_CHANGE 5
1120556,33868167,2024-05-01 02:53:40,01-05-2024 02:53:40,AB,2607,1,DEL,New Delhi,IN,28.5665,77.1031,human,AcceptTransitDataAction,"2024-05-01 02:53:40,857 INFO  [b44856d2efb347af] [AB2607 /01 DEL | human      | AcceptTransitDataAction             |                                | default task-51]  Saved:",b44856d2efb347af,Saved,STATUS AIRCRAFT_CONFIG 1 EZFW 2 CARGO_TRANSFER 1 CABIN_CONFIG 1 TRANSIT_ACCEPTANCE 1 TRANSIT_PAX 1 CALC_HIST_DATA 1 AUTO_MODE_ACTIVE 1 AUTOMATION_STARTED 0 BAG_LOAD_ITEMS_GEN 1 EZFW_COUNTER 2 REGISTRATION 1 REGISTRATION_CHANGE 5
1120557,33868192,2024-05-01 02:53:51,01-05-2024 02:53:51,AB,2607,1,DEL,New Delhi,IN,28.5665,77.1031,human,AcceptTransitDataAction,"2024-05-01 02:53:51,000 INFO  [2e2e15ce2dd30d6b] [AB2607 /01 DEL | human      | AcceptTransitDataAction             |                                | default task-23]  Saved:",2e2e15ce2dd30d6b,Saved,STATUS AIRCRAFT_CONFIG 1 EZFW 2 CARGO_TRANSFER 1 CABIN_CONFIG 1 TRANSIT_ACCEPTANCE 1 TRANSIT_PAX 1 CALC_HIST_DATA 1 AUTO_MODE_ACTIVE 1 AUTOMATION_STARTED 0 BAG_LOAD_ITEMS_GEN 1 EZFW_COUNTER 2 REGISTRATION 1 REGISTRATION_CHANGE 5
1120263,33769317,2024-04-30 04:29:22,30-04-2024 04:29:22,AB,2607,30,DEL,New Delhi,IN,28.5665,77.1031,human,AcceptTransitLoadAction,"2024-04-30 04:29:22,428 INFO  [cedfdc550c161850] [AB2607 /30 DEL | human       | AcceptTransitLoadAction             |                                | default task-16]  Received:",cedfdc550c161850,Received,
1120264,33770804,2024-04-30 04:45:51,30-04-2024 04:45:51,AB,2607,30,DEL,New Delhi,IN,28.5665,77.1031,human,AcceptTransitLoadAction,"2024-04-30 04:45:51,275 INFO  [aab41a92e81abf6e] [AB2607 /30 DEL | human       | AcceptTransitLoadAction             |                                | default task-55]  Received:",aab41a92e81abf6e,Received,
1120265,33778859,2024-04-30 06:35:57,30-04-2024 06:35:57,AB,2323,30,GAU,Guwahati,IN,26.1061,91.5859,human,AcceptTransitLoadAction,"2024-04-30 06:35:57,371 INFO  [64ce50f20c42aabe] [AB2323 /30 GAU | human       | AcceptTransitLoadAction             |                                | default task-59]  Received:",64ce50f20c42aabe,Received,
1120266,33781111,2024-04-30 07:06:12,30-04-2024 07:06:12,AB,2323,30,GAU,Guwahati,IN,26.1061,91.5859,human,AcceptTransitLoadAction,"2024-04-30 07:06:12,205 INFO  [fd790afa8d444c9] [AB2323 /30 GAU | human       | AcceptTransitLoadAction             |                                | default task-26]  Received:",fd790afa8d444c9,Received,
1120267,33781400,2024-04-30 07:01:34,30-04-2024 07:01:34,AB,2486,30,MAA,Chennai,IN,12.99001,80.1693,human,AcceptTransitLoadAction,"2024-04-30 07:01:34,116 INFO  [1bf4127ee0072763] [AB2486 /30 MAA | human      | AcceptTransitLoadAction             |                                | default task-32]  Received:",1bf4127ee0072763,Received,
1120268,33787527,2024-04-30 08:06:59,30-04-2024 08:06:59,AB,2608,30,DEL,New Delhi,IN,28.5665,77.1031,human,AcceptTransitLoadAction,"2024-04-30 08:06:59,490 INFO  [d021d816c7337715] [AB2608 /30 DEL | human      | AcceptTransitLoadAction             |                                | default task-2]  Received:",d021d816c7337715,Received,
1120269,33792161,2024-04-30 08:59:04,30-04-2024 08:59:04,AB,2608,30,DEL,New Delhi,IN,28.5665,77.1031,human,AcceptTransitLoadAction,"2024-04-30 08:59:04,563 INFO  [1ddb48f54250c23a] [AB2608 /30 DEL | human     | AcceptTransitLoadAction             |                                | default task-32]  Received:",1ddb48f54250c23a,Received,
1120270,33794872,2024-04-30 09:35:40,30-04-2024 09:35:40,AB,2324,30,GAU,Guwahati,IN,26.1061,91.5859,human,AcceptTransitLoadAction,"2024-04-30 09:35:40,620 INFO  [48a52de8f22e6a92] [AB2324 /30 GAU | human     | AcceptTransitLoadAction             |                                | default task-36]  Received:",48a52de8f22e6a92,Received,
1120271,33810254,2024-04-30 13:07:59,30-04-2024 13:07:59,AB,2525,30,BOM,Mumbai,IN,19.0887,72.8679,human,AcceptTransitLoadAction,"2024-04-30 13:07:59,742 INFO  [461653f40d64fc52] [AB2525 /30 BOM | human     | AcceptTransitLoadAction             |                                | default task-40]  Received:",461653f40d64fc52,Received,
1120272,33810478,2024-04-30 13:08:11,30-04-2024 13:08:11,AB,2525,30,BOM,Mumbai,IN,19.0887,72.8679,human,AcceptTransitLoadAction,"2024-04-30 13:08:11,395 INFO  [5797fd77342dfe99] [AB2525 /30 BOM | human     | AcceptTransitLoadAction             |                                | default task-33]  Received:",5797fd77342dfe99,Received,
1120358,33868154,2024-05-01 02:53:38,01-05-2024 02:53:38,AB,2607,1,DEL,New Delhi,IN,28.5665,77.1031,human,AcceptTransitNotocAction,"2024-05-01 02:53:38,028 INFO  [23236d6935d7d371] [AB2607 /01 DEL | human      | AcceptTransitNotocAction            |                                | default task-10]  Received:",23236d6935d7d371,Received,"Previous leg id      : 542567
Actual leg id        : 542568
Aircraft compatible  : true
Transit Notoc entries"
1120359,33868162,2024-05-01 02:53:40,01-05-2024 02:53:40,AB,2607,1,DEL,New Delhi,IN,28.5665,77.1031,human,AcceptTransitNotocAction,"2024-05-01 02:53:40,855 INFO  [b44856d2efb347af] [AB2607 /01 DEL | human      | AcceptTransitNotocAction            |                                | default task-51]  Received:",b44856d2efb347af,Received,"Previous leg id      : 542567
Actual leg id        : 542568
Aircraft compatible  : true
Transit Notoc entries"
1120360,33868187,2024-05-01 02:53:50,01-05-2024 02:53:50,AB,2607,1,DEL,New Delhi,IN,28.5665,77.1031,human,AcceptTransitNotocAction,"2024-05-01 02:53:50,998 INFO  [2e2e15ce2dd30d6b] [AB2607 /01 DEL | human      | AcceptTransitNotocAction            |                                | default task-23]  Received:",2e2e15ce2dd30d6b,Received,"Previous leg id      : 542567
Actual leg id        : 542568
Aircraft compatible  : true
Transit Notoc entries"
1120361,33903529,2024-05-01 09:20:07,01-05-2024 09:20:07,AB,2324,1,GAU,Guwahati,IN,26.1061,91.5859,human,AcceptTransitNotocAction,"2024-05-01 09:20:07,879 INFO  [3da6410da60ec3ba] [AB2324 /01 GAU | human        | AcceptTransitNotocAction            |                                | default task-53]  Received:",3da6410da60ec3ba,Received,"Previous leg id      : 542584
Actual leg id        : 542585
Aircraft compatible  : true
Transit Notoc entries"
1120362,33903625,2024-05-01 09:21:19,01-05-2024 09:21:19,AB,2324,1,GAU,Guwahati,IN,26.1061,91.5859,human,AcceptTransitNotocAction,"2024-05-01 09:21:19,087 INFO  [857bea21a82c16b5] [AB2324 /01 GAU | human        | AcceptTransitNotocAction            |                                | default task-46]  Received:",857bea21a82c16b5,Received,"Previous leg id      : 542584
Actual leg id        : 542585
Aircraft compatible  : true
Transit Notoc entries"
1120363,33909931,2024-05-01 10:25:13,01-05-2024 10:25:13,AB,2324,1,GAU,Guwahati,IN,26.1061,91.5859,human,AcceptTransitNotocAction,"2024-05-01 10:25:13,230 INFO  [39d03954c32ec2b4] [AB2324 /01 GAU | human        | AcceptTransitNotocAction            |                                | default task-14]  Received:",39d03954c32ec2b4,Received,"Previous leg id      : 542584
Actual leg id        : 542585
Aircraft compatible  : true
Transit Notoc entries"
1120364,33924524,2024-05-01 13:28:00,01-05-2024 13:28:00,AB,2525,1,BOM,Mumbai,IN,19.0887,72.8679,human,AcceptTransitNotocAction,"2024-05-01 13:28:00,429 INFO  [93777b2f6cdfce6e] [AB2525 /01 BOM | human     | AcceptTransitNotocAction            |                                | default task-54]  Received:",93777b2f6cdfce6e,Received,"Previous leg id      : 542598
Actual leg id        : 542599
Aircraft compatible  : true
Transit Notoc entries"
1120365,33924586,2024-05-01 13:28:58,01-05-2024 13:28:58,AB,2525,1,BOM,Mumbai,IN,19.0887,72.8679,human,AcceptTransitNotocAction,"2024-05-01 13:28:58,495 INFO  [db9186fc61cb5a52] [AB2525 /01 BOM | human     | AcceptTransitNotocAction            |                                | default task-58]  Received:",db9186fc61cb5a52,Received,"Previous leg id      : 542598
Actual leg id        : 542599
Aircraft compatible  : true
Transit Notoc entries"
1120366,33892647,2024-05-01 07:11:36,01-05-2024 07:11:36,AB,2486,1,MAA,Chennai,IN,12.99001,80.1693,human,AcceptTransitNotocAction,"2024-05-01 07:11:36,421 INFO  [7e9a1a675dffa36f] [AB2486 /01 MAA | human      | AcceptTransitNotocAction            |                                | default task-41]  Received:",7e9a1a675dffa36f,Received,"Previous leg id      : 542607
Actual leg id        : 542608
Aircraft compatible  : true
Transit Notoc entries"
1120367,33885395,2024-05-01 06:15:10,01-05-2024 06:15:10,AB,2323,1,GAU,Guwahati,IN,26.1061,91.5859,human,AcceptTransitNotocAction,"2024-05-01 06:15:10,209 INFO  [733db6e9a8fd7353] [AB2323 /01 GAU | human       | AcceptTransitNotocAction            |                                | default task-7]  Received:",733db6e9a8fd7353,Received,"Previous leg id      : 542716
Actual leg id        : 542717
Aircraft compatible  : true
Transit Notoc entries"
1120453,33769401,2024-04-30 04:29:22,30-04-2024 04:29:22,AB,2607,30,DEL,New Delhi,IN,28.5665,77.1031,human,AcceptTransitNotocAction,"2024-04-30 04:29:22,430 INFO  [cedfdc550c161850] [AB2607 /30 DEL | human       | AcceptTransitNotocAction            |                                | default task-16]  Saved:",cedfdc550c161850,Saved,Saved notoc entries
1120454,33770808,2024-04-30 04:45:51,30-04-2024 04:45:51,AB,2607,30,DEL,New Delhi,IN,28.5665,77.1031,human,AcceptTransitNotocAction,"2024-04-30 04:45:51,276 INFO  [aab41a92e81abf6e] [AB2607 /30 DEL | human       | AcceptTransitNotocAction            |                                | default task-55]  Saved:",aab41a92e81abf6e,Saved,Saved notoc entries
1120455,33779725,2024-04-30 06:35:57,30-04-2024 06:35:57,AB,2323,30,GAU,Guwahati,IN,26.1061,91.5859,human,AcceptTransitNotocAction,"2024-04-30 06:35:57,374 INFO  [64ce50f20c42aabe] [AB2323 /30 GAU | human       | AcceptTransitNotocAction            |                                | default task-59]  Saved:",64ce50f20c42aabe,Saved,Saved notoc entries
1120456,33781117,2024-04-30 07:06:12,30-04-2024 07:06:12,AB,2323,30,GAU,Guwahati,IN,26.1061,91.5859,human,AcceptTransitNotocAction,"2024-04-30 07:06:12,207 INFO  [fd790afa8d444c9] [AB2323 /30 GAU | human       | AcceptTransitNotocAction            |                                | default task-26]  Saved:",fd790afa8d444c9,Saved,Saved notoc entries
1120457,33781406,2024-04-30 07:01:34,30-04-2024 07:01:34,AB,2486,30,MAA,Chennai,IN,12.99001,80.1693,human,AcceptTransitNotocAction,"2024-04-30 07:01:34,117 INFO  [1bf4127ee0072763] [AB2486 /30 MAA | human      | AcceptTransitNotocAction            |                                | default task-32]  Saved:",1bf4127ee0072763,Saved,Saved notoc entries
1120458,33787533,2024-04-30 08:06:59,30-04-2024 08:06:59,AB,2608,30,DEL,New Delhi,IN,28.5665,77.1031,human,AcceptTransitNotocAction,"2024-04-30 08:06:59,491 INFO  [d021d816c7337715] [AB2608 /30 DEL | human      | AcceptTransitNotocAction            |                                | default task-2]  Saved:",d021d816c7337715,Saved,Saved notoc entries
1120459,33792167,2024-04-30 08:59:04,30-04-2024 08:59:04,AB,2608,30,DEL,New Delhi,IN,28.5665,77.1031,human,AcceptTransitNotocAction,"2024-04-30 08:59:04,565 INFO  [1ddb48f54250c23a] [AB2608 /30 DEL | human     | AcceptTransitNotocAction            |                                | default task-32]  Saved:",1ddb48f54250c23a,Saved,Saved notoc entries
1120460,33794876,2024-04-30 09:35:40,30-04-2024 09:35:40,AB,2324,30,GAU,Guwahati,IN,26.1061,91.5859,human,AcceptTransitNotocAction,"2024-04-30 09:35:40,621 INFO  [48a52de8f22e6a92] [AB2324 /30 GAU | human     | AcceptTransitNotocAction            |                                | default task-36]  Saved:",48a52de8f22e6a92,Saved,Saved notoc entries
1120461,33810258,2024-04-30 13:07:59,30-04-2024 13:07:59,AB,2525,30,BOM,Mumbai,IN,19.0887,72.8679,human,AcceptTransitNotocAction,"2024-04-30 13:07:59,743 INFO  [461653f40d64fc52] [AB2525 /30 BOM | human     | AcceptTransitNotocAction            |                                | default task-40]  Saved:",461653f40d64fc52,Saved,Saved notoc entries
1120462,33810522,2024-04-30 13:08:11,30-04-2024 13:08:11,AB,2525,30,BOM,Mumbai,IN,19.0887,72.8679,human,AcceptTransitNotocAction,"2024-04-30 13:08:11,397 INFO  [5797fd77342dfe99] [AB2525 /30 BOM | human     | AcceptTransitNotocAction            |                                | default task-33]  Saved:",5797fd77342dfe99,Saved,Saved notoc entries
294,137537016,2024-04-30 05:12:41,30-04-2024 05:12:41,MN,1450,30,DUB,Dublin,IE,53.4213,-6.27007,service-acco,ASMMsgProcessor,"2024-04-30 05:12:41,163 INFO  [4eb3067f0172e76e] [MN1450  /30 DUB | service-acco | ASMMsgProcessor                     |                                | Thread-11500 (ActiveMQ-client-global-threads)]  Received:",4eb3067f0172e76e,Received,"<?xml version=""1.0"" encoding=""UTF-8""?><ns2:OSSChangeMessage xmlns:ns2=""http://www.systemone.com/iocc/oss/notification/OssChangeMessage-1.3.0"">
<changeDescriptor>
        <changeDetail>
            <changeLocation>/OSSChangeMessage/newFlight/leg[1]/mvtActual[1]/actualState</changeLocation>
            <changeLocation>/OSSChangeMessage/newFlight/leg[1]/mvtActual[1]/offblockTime</changeLocation>
            <changeLocation>/OSSChangeMessage/newFlight/leg[1]/mvtActual[1]/arrivalAirport</changeLocation>
            <changeDescription>
                <movementState>OFF_BLOCK</movementState>
            </changeDescription>
        </changeDetail>
    </changeDescriptor>
<oldFlight>
        <identity>
            <carrier>MN</carrier>
            <dayOfOrigin>2024-04-30Z</dayOfOrigin>
            <number>1450</number>
            <id>55551</id>
            <version>0</version>
        </identity>
        <leg>
            <scheduleState>SKD</scheduleState>
            <departureAirport>DUB</departureAirport>
            <departureTime>2024-04-30T05:15:00.000Z</departureTime>
            <arrivalAirport>NAP</arrivalAirport>
            <arrivalTime>2024-04-30T08:40:00.000Z</arrivalTime>
            <aircraftRegistration>MNCVC</aircraftRegistration>
            <aircraftSubtype>320</aircraftSubtype>
            <aircraftVersion>Y174</aircraftVersion>
            <serviceType>J</serviceType>
            <nonOperational>false</nonOperational>
            <flifoCancel>false</flifoCancel>
            <sequenceNumber>1</sequenceNumber>
            <id>102912</id>
        </leg>
    </oldFlight>
<newFlight>
        <identity>
            <carrier>MN</carrier>
            <dayOfOrigin>2024-04-30Z</dayOfOrigin>
            <number>1450</number>
            <id>55551</id>
            <version>1</version>
        </identity>
        <leg>
            <scheduleState>SKD</scheduleState>
            <departureAirport>DUB</departureAirport>
            <departureTime>2024-04-30T05:15:00.000Z</departureTime>
            <arrivalAirport>NAP</arrivalAirport>
            <arrivalTime>2024-04-30T08:40:00.000Z</arrivalTime>
            <aircraftRegistration>MNCVC</aircraftRegistration>
            <aircraftSubtype>320</aircraftSubtype>
            <aircraftVersion>Y174</aircraftVersion>
            <serviceType>J</serviceType>
            <nonOperational>false</nonOperational>
            <flifoCancel>false</flifoCancel>
            <bestTimes>
                <offblockTime>
                    <timeSource>M</timeSource>
                    <timeSource>S</timeSource>
                    <time>2024-04-30T05:12:00.000Z</time>
                </offblockTime>
            </bestTimes>
            <sequenceNumber>1</sequenceNumber>
            <id>102912</id>
            <mvtActual>
                <actualNumber>1</actualNumber>
                <actualState>OFF_BLOCK</actualState>
                <offblockTime>2024-04-30T05:12:00.000Z</offblockTime>
                <arrivalAirport>NAP</arrivalAirport>
                <id>0</id>
            </mvtActual>
        </leg>
    </newFlight>
</ns2:OSSChangeMessage>"
