id,creation_time,formatted_creation_time,airline_code,flight_number,flight_date,departure_airport,departure_city,departure_country,departure_lat,departure_lon,user_name,action_name,stepID,action_mode,log_level,entry_details,arrival_airport
137525037,2024-04-30 04:02:55,30-04-2024 04:02:55,MN,1520,30,DUB,Dublin,IE,53.4213,-6.27007,human,AssignLoadplanAction,b207bbfe3e4f9f10,Received,INFO,"com.systemone.lc2.loadplan.dto.PositionAssignmentInputDTO [ id = NULL ]
Action type    : ACTION_DRAG
Items          : ULD
 Item Id   ULD       Number    Airline   Special   Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37144700  AKH       44778     BA        NULL      ACTUAL    303.00    KG   0         0.00      DUB       DUB       CDG       M         NULL      false     NULL 
To positions   : 11",CDG
137525044,2024-04-30 04:02:55,30-04-2024 04:02:55,MN,1520,30,DUB,Dublin,IE,53.4213,-6.27007,human,AssignLoadplanAction,b207bbfe3e4f9f10,Saved,INFO,"com.systemone.lc2.manualloadplanning.dto.LoadDTO [ id = 2978137  flightId = 667683 legId = 687494  deleted = false  fragmentId = LoadFragment ]
BULK
 Item Id   Number       Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37125183  NULL         ESTIMATE  26.00     KG   2         0.00      DUB       DUB       CDG       BT        NULL      false     NULL 
 37125182  NULL         ESTIMATE  104.00    KG   8         0.00      DUB       DUB       CDG       B         NULL      false     NULL 
ULD
 Item Id   ULD       Number    Airline   Special   Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37144700  AKH       44778     BA        NULL      ACTUAL    303.00    KG   0         0.00      DUB       DUB       CDG       M         11        false     NULL 
 37125180  AKH       NULL      MN                  ESTIMATE  455.00    KG   35        0.00      DUB       DUB       CDG       B         32        false     NULL 
 37144702  AKH       46046     BA        NULL      ACTUAL    94.00     KG   0         0.00      DUB       DUB       CDG       C         NULL      false     NULL 
 37125181  AKH       NULL      MN                  ESTIMATE  455.00    KG   35        0.00      DUB       DUB       CDG       B         41        false     NULL 
 37125179  AKH       NULL      MN                  ESTIMATE  455.00    KG   35        0.00      DUB       DUB       CDG       B         42        false     NULL 
 37144701  AKH       67400     MN        NULL      ACTUAL    333.00    KG   0         0.00      DUB       DUB       CDG       M         NULL      false     NULL 

STATUS FUEL 11 AIRCRAFT_CONFIG 1 EZFW 10 CARGO_FINAL 1 CARGO_TRANSFER 1 OFP 4 CABIN_CONFIG 1 AUTO_MODE_ACTIVE 1 AUTOMATION_STARTED 0 BAG_LOAD_ITEMS_GEN 1 EZFW_COUNTER 10 REGISTRATION 1 REGISTRATION_CHANGE 1 FUEL_ORDER 2",CDG
137525047,2024-04-30 04:01:47,30-04-2024 04:01:47,MN,1262,30,DUB,Dublin,IE,53.4213,-6.27007,human,AssignLoadplanAction,a277234c22fa2e5d,Saved,INFO,"com.systemone.lc2.manualloadplanning.dto.LoadDTO [ id = 2978056  flightId = 667642 legId = 687453  deleted = false  fragmentId = LoadFragment ]
BULK
 Item Id   Number       Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37125359  NULL         ESTIMATE  0.00      KG   0         0.00      DUB       DUB       BHX       BT        NULL      false     NULL 
 37125360  NULL         ESTIMATE  39.00     KG   3         0.00      DUB       DUB       BHX       B         NULL      false     NULL 
ULD
 Item Id   ULD       Number    Airline   Special   Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37125358  AKH       NULL      MN                  ESTIMATE  234.00    KG   18        0.00      DUB       DUB       BHX       B         41        false     NULL 
 37125357  AKH       NULL      MN                  ESTIMATE  455.00    KG   35        0.00      DUB       DUB       BHX       B         42        false     NULL 
 37140866  AKH       19606     IB        NULL      ACTUAL    135.00    KG   3         0.00      DUB       DUB       BHX       C         NULL      false     NULL 

STATUS FUEL 2 AIRCRAFT_CONFIG 1 EZFW 1 CARGO_FINAL 1 CARGO_TRANSFER 1 OFP 5 CABIN_CONFIG 1 AUTO_MODE_ACTIVE 1 AUTOMATION_STARTED 0 BAG_LOAD_ITEMS_GEN 1 EZFW_COUNTER 1 REGISTRATION 1 REGISTRATION_CHANGE 1 FUEL_ORDER 2",BHX
137525053,2024-04-30 04:02:48,30-04-2024 04:02:48,MN,1520,30,DUB,Dublin,IE,53.4213,-6.27007,human,AssignLoadplanAction,2efde9a356114794,Received,INFO,"com.systemone.lc2.loadplan.dto.PositionAssignmentInputDTO [ id = NULL ]
Action type    : ACTION_DRAG
Items          : ULD
 Item Id   ULD       Number    Airline   Special   Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37125179  AKH       NULL      MN                  ESTIMATE  455.00    KG   35        0.00      DUB       DUB       CDG       B         11        false     NULL 
From positions : 11 
To positions   : 42",CDG
137525060,2024-04-30 04:02:48,30-04-2024 04:02:48,MN,1520,30,DUB,Dublin,IE,53.4213,-6.27007,human,AssignLoadplanAction,2efde9a356114794,Saved,INFO,"com.systemone.lc2.manualloadplanning.dto.LoadDTO [ id = 2978137  flightId = 667683 legId = 687494  deleted = false  fragmentId = LoadFragment ]
BULK
 Item Id   Number       Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37125183  NULL         ESTIMATE  26.00     KG   2         0.00      DUB       DUB       CDG       BT        NULL      false     NULL 
 37125182  NULL         ESTIMATE  104.00    KG   8         0.00      DUB       DUB       CDG       B         NULL      false     NULL 
ULD
 Item Id   ULD       Number    Airline   Special   Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37144700  AKH       44778     BA        NULL      ACTUAL    303.00    KG   0         0.00      DUB       DUB       CDG       M         NULL      false     NULL 
 37125180  AKH       NULL      MN                  ESTIMATE  455.00    KG   35        0.00      DUB       DUB       CDG       B         NULL      false     NULL 
 37144702  AKH       46046     BA        NULL      ACTUAL    94.00     KG   0         0.00      DUB       DUB       CDG       C         NULL      false     NULL 
 37125181  AKH       NULL      MN                  ESTIMATE  455.00    KG   35        0.00      DUB       DUB       CDG       B         41        false     NULL 
 37125179  AKH       NULL      MN                  ESTIMATE  455.00    KG   35        0.00      DUB       DUB       CDG       B         42        false     NULL 
 37144701  AKH       67400     MN        NULL      ACTUAL    333.00    KG   0         0.00      DUB       DUB       CDG       M         NULL      false     NULL 

STATUS FUEL 9 AIRCRAFT_CONFIG 1 EZFW 8 CARGO_FINAL 1 CARGO_TRANSFER 1 OFP 4 CABIN_CONFIG 1 AUTO_MODE_ACTIVE 1 AUTOMATION_STARTED 0 BAG_LOAD_ITEMS_GEN 1 EZFW_COUNTER 8 REGISTRATION 1 REGISTRATION_CHANGE 1 FUEL_ORDER 2",CDG
137525061,2024-04-30 04:02:51,30-04-2024 04:02:51,MN,1520,30,DUB,Dublin,IE,53.4213,-6.27007,human,AssignLoadplanAction,7113033194c3461f,Received,INFO,"com.systemone.lc2.loadplan.dto.PositionAssignmentInputDTO [ id = NULL ]
Action type    : ACTION_DRAG
Items          : ULD
 Item Id   ULD       Number    Airline   Special   Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37125180  AKH       NULL      MN                  ESTIMATE  455.00    KG   35        0.00      DUB       DUB       CDG       B         NULL      false     NULL 
To positions   : 32",CDG
137525066,2024-04-30 04:01:52,30-04-2024 04:01:52,MN,1262,30,DUB,Dublin,IE,53.4213,-6.27007,human,AssignLoadplanAction,738e6cdaf22e4df1,Received,INFO,"com.systemone.lc2.loadplan.dto.PositionAssignmentInputDTO [ id = NULL ]
Action type    : ACTION_NIL_ALL",BHX
137525074,2024-04-30 04:02:27,30-04-2024 04:02:27,MN,1202,30,DUB,Dublin,IE,53.4213,-6.27007,human,AssignLoadplanAction,e95ad3ea2f047e2e,Received,INFO,"com.systemone.lc2.loadplan.dto.PositionAssignmentInputDTO [ id = NULL ]
Action type    : ACTION_NIL_ALL",MAN
137525080,2024-04-30 04:03:26,30-04-2024 04:03:26,MN,1332,30,DUB,Dublin,IE,53.4213,-6.27007,human,AssignLoadplanAction,adf96aa7c538077c,Received,INFO,"com.systemone.lc2.loadplan.dto.PositionAssignmentInputDTO [ id = NULL ]
Action type    : ACTION_DRAG
Items          : ULD
 Item Id   ULD       Number    Airline   Special   Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37125418  AKH       NULL      MN                  ESTIMATE  455.00    KG   35        0.00      DUB       DUB       BER       B         11        false     NULL 
From positions : 11 
To positions   : 42",BER
137525083,2024-04-30 04:03:26,30-04-2024 04:03:26,MN,1332,30,DUB,Dublin,IE,53.4213,-6.27007,human,AssignLoadplanAction,adf96aa7c538077c,Saved,INFO,"com.systemone.lc2.manualloadplanning.dto.LoadDTO [ id = 2977880  flightId = 667603 legId = 687394  deleted = false  fragmentId = LoadFragment ]
BULK
 Item Id   Number       Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37125419  NULL         ESTIMATE  39.00     KG   3         0.00      DUB       DUB       BER       B         NULL      false     NULL 
 37125420  NULL         ESTIMATE  26.00     KG   2         0.00      DUB       DUB       BER       BT        NULL      false     NULL 
ULD
 Item Id   ULD       Number    Airline   Special   Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37125418  AKH       NULL      MN                  ESTIMATE  455.00    KG   35        0.00      DUB       DUB       BER       B         42        false     NULL 
 37125417  AKH       NULL      MN                  ESTIMATE  455.00    KG   35        0.00      DUB       DUB       BER       B         41        false     NULL 

STATUS FUEL 3 AIRCRAFT_CONFIG 1 EZFW 1 CARGO_TRANSFER 1 OFP 8 CABIN_CONFIG 1 AUTO_MODE_ACTIVE 1 AUTOMATION_STARTED 0 BAG_LOAD_ITEMS_GEN 1 EZFW_COUNTER 1 REGISTRATION 1 REGISTRATION_CHANGE 1 FUEL_ORDER 3",BER
137525099,2024-04-30 04:03:31,30-04-2024 04:03:31,MN,1332,30,DUB,Dublin,IE,53.4213,-6.27007,human,AssignLoadplanAction,78ec7a983fab614b,Received,INFO,"com.systemone.lc2.loadplan.dto.PositionAssignmentInputDTO [ id = NULL ]
Action type    : ACTION_NIL_ALL",BER
137525108,2024-04-30 04:02:51,30-04-2024 04:02:51,MN,1520,30,DUB,Dublin,IE,53.4213,-6.27007,human,AssignLoadplanAction,7113033194c3461f,Saved,INFO,"com.systemone.lc2.manualloadplanning.dto.LoadDTO [ id = 2978137  flightId = 667683 legId = 687494  deleted = false  fragmentId = LoadFragment ]
BULK
 Item Id   Number       Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37125183  NULL         ESTIMATE  26.00     KG   2         0.00      DUB       DUB       CDG       BT        NULL      false     NULL 
 37125182  NULL         ESTIMATE  104.00    KG   8         0.00      DUB       DUB       CDG       B         NULL      false     NULL 
ULD
 Item Id   ULD       Number    Airline   Special   Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37144700  AKH       44778     BA        NULL      ACTUAL    303.00    KG   0         0.00      DUB       DUB       CDG       M         NULL      false     NULL 
 37125180  AKH       NULL      MN                  ESTIMATE  455.00    KG   35        0.00      DUB       DUB       CDG       B         32        false     NULL 
 37144702  AKH       46046     BA        NULL      ACTUAL    94.00     KG   0         0.00      DUB       DUB       CDG       C         NULL      false     NULL 
 37125181  AKH       NULL      MN                  ESTIMATE  455.00    KG   35        0.00      DUB       DUB       CDG       B         41        false     NULL 
 37125179  AKH       NULL      MN                  ESTIMATE  455.00    KG   35        0.00      DUB       DUB       CDG       B         42        false     NULL 
 37144701  AKH       67400     MN        NULL      ACTUAL    333.00    KG   0         0.00      DUB       DUB       CDG       M         NULL      false     NULL 

STATUS FUEL 10 AIRCRAFT_CONFIG 1 EZFW 9 CARGO_FINAL 1 CARGO_TRANSFER 1 OFP 4 CABIN_CONFIG 1 AUTO_MODE_ACTIVE 1 AUTOMATION_STARTED 0 BAG_LOAD_ITEMS_GEN 1 EZFW_COUNTER 9 REGISTRATION 1 REGISTRATION_CHANGE 1 FUEL_ORDER 2",CDG
137525109,2024-04-30 04:02:57,30-04-2024 04:02:57,MN,1520,30,DUB,Dublin,IE,53.4213,-6.27007,human,AssignLoadplanAction,516d352921ada3d,Received,INFO,"com.systemone.lc2.loadplan.dto.PositionAssignmentInputDTO [ id = NULL ]
Action type    : ACTION_DRAG
Items          : ULD
 Item Id   ULD       Number    Airline   Special   Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37144701  AKH       67400     MN        NULL      ACTUAL    333.00    KG   0         0.00      DUB       DUB       CDG       M         NULL      false     NULL 
To positions   : 12",CDG
137525116,2024-04-30 04:02:57,30-04-2024 04:02:57,MN,1520,30,DUB,Dublin,IE,53.4213,-6.27007,human,AssignLoadplanAction,516d352921ada3d,Saved,INFO,"com.systemone.lc2.manualloadplanning.dto.LoadDTO [ id = 2978137  flightId = 667683 legId = 687494  deleted = false  fragmentId = LoadFragment ]
BULK
 Item Id   Number       Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37125183  NULL         ESTIMATE  26.00     KG   2         0.00      DUB       DUB       CDG       BT        NULL      false     NULL 
 37125182  NULL         ESTIMATE  104.00    KG   8         0.00      DUB       DUB       CDG       B         NULL      false     NULL 
ULD
 Item Id   ULD       Number    Airline   Special   Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37144700  AKH       44778     BA        NULL      ACTUAL    303.00    KG   0         0.00      DUB       DUB       CDG       M         11        false     NULL 
 37125180  AKH       NULL      MN                  ESTIMATE  455.00    KG   35        0.00      DUB       DUB       CDG       B         32        false     NULL 
 37144702  AKH       46046     BA        NULL      ACTUAL    94.00     KG   0         0.00      DUB       DUB       CDG       C         NULL      false     NULL 
 37125181  AKH       NULL      MN                  ESTIMATE  455.00    KG   35        0.00      DUB       DUB       CDG       B         41        false     NULL 
 37125179  AKH       NULL      MN                  ESTIMATE  455.00    KG   35        0.00      DUB       DUB       CDG       B         42        false     NULL 
 37144701  AKH       67400     MN        NULL      ACTUAL    333.00    KG   0         0.00      DUB       DUB       CDG       M         12        false     NULL 

STATUS FUEL 12 AIRCRAFT_CONFIG 1 EZFW 11 CARGO_FINAL 1 CARGO_TRANSFER 1 OFP 4 CABIN_CONFIG 1 AUTO_MODE_ACTIVE 1 AUTOMATION_STARTED 0 BAG_LOAD_ITEMS_GEN 1 EZFW_COUNTER 11 REGISTRATION 1 REGISTRATION_CHANGE 1 FUEL_ORDER 2",CDG
137525125,2024-04-30 04:03:00,30-04-2024 04:03:00,MN,1520,30,DUB,Dublin,IE,53.4213,-6.27007,human,AssignLoadplanAction,9b9dcc26173558c9,Received,INFO,"com.systemone.lc2.loadplan.dto.PositionAssignmentInputDTO [ id = NULL ]
Action type    : ACTION_DRAG
Items          : ULD
 Item Id   ULD       Number    Airline   Special   Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37144702  AKH       46046     BA        NULL      ACTUAL    94.00     KG   0         0.00      DUB       DUB       CDG       C         NULL      false     NULL 
To positions   : 13",CDG
